name,song_count,total_views,tradition,file_path
Alathur Rajaganesh,1,588,Carnatic,Carnatic/artist/Alathur Rajaganesh.json
Umayalpuram K. Sivaraman,348,4198033,Carnatic,Carnatic/artist/Umayalpuram K. Sivaraman.json
O. S. Arun,598,6667302,Carnatic,Carnatic/artist/O. S. Arun.json
Sumesh Narayanan,47,2372954,Carnatic,Carnatic/artist/Sumesh Narayanan.json
Melakaveri Thiagarajan,15,1946,Carnatic,Carnatic/artist/Melakaveri Thiagarajan.json
Mysore V. Ramarathnam,66,13764,Carnatic,Carnatic/artist/Mysore V. Ramarathnam.json
Palladam Sanjeeva Rao,31,33676,Carnatic,Carnatic/artist/Palladam Sanjeeva Rao.json
Alamelu Mani,89,97686,Carnatic,Carnatic/artist/Alamelu Mani.json
Phanindra Bhaskara,9,8433,Carnatic,Carnatic/artist/Phanindra Bhaskara.json
Manda Sudharani,261,149204,Carnatic,Carnatic/artist/Manda Sudharani.json
G. N. Balasubramaniam,4000,7928085,Carnatic,Carnatic/artist/G. N. Balasubramaniam.json
Arjun Ganesh,11,12523,Carnatic,Carnatic/artist/Arjun Ganesh.json
Ganesh Kumaresh,567,3153812,Carnatic,Carnatic/artist/Ganesh Kumaresh.json
G. Bharathi,1,218,Carnatic,Carnatic/artist/G. Bharathi.json
M. Chandrasekaran,333,379131,Carnatic,Carnatic/artist/M. Chandrasekaran.json
S. Adithya Narayanan,143,490237,Carnatic,Carnatic/artist/S. Adithya Narayanan.json
Kudamaloor Janardanan,226,5577404,Carnatic,Carnatic/artist/Kudamaloor Janardanan.json
Vaikam Gopalakrishnan,7,4787,Carnatic,Carnatic/artist/Vaikam Gopalakrishnan.json
Sikkil Mala Chandrasekhar,536,1092322,Carnatic,Carnatic/artist/Sikkil Mala Chandrasekhar.json
Karaikudi R. Krishnamurthy,6,1785,Carnatic,Carnatic/artist/Karaikudi R. Krishnamurthy.json
Veena Raja Rao,2,1041,Carnatic,Carnatic/artist/Veena Raja Rao.json
Mudikondan S. N. Ramesh,135,129442,Carnatic,Carnatic/artist/Mudikondan S. N. Ramesh.json
Sattur Subramaniam,132,194528,Carnatic,Carnatic/artist/Sattur Subramaniam.json
B. Shree Sundarkumar,69,204312,Carnatic,Carnatic/artist/B. Shree Sundarkumar.json
T. Balasaraswathi,214,1188090,Carnatic,Carnatic/artist/T. Balasaraswathi.json
N. J. Nandini,533,3366419,Carnatic,Carnatic/artist/N. J. Nandini.json
Nanjil Arul,7,935,Carnatic,Carnatic/artist/Nanjil Arul.json
Rajkumar Bharathi,398,492209,Carnatic,Carnatic/artist/Rajkumar Bharathi.json
R. Hemalatha,24,38861,Carnatic,Carnatic/artist/R. Hemalatha.json
K. V. Krishnan,14,1172,Carnatic,Carnatic/artist/K. V. Krishnan.json
Mysore Brothers,621,1772482,Carnatic,Carnatic/artist/Mysore Brothers.json
D. Raghavachari,36,7341,Carnatic,Carnatic/artist/D. Raghavachari.json
Lalitha Sivakumar,11,8819,Carnatic,Carnatic/artist/Lalitha Sivakumar.json
Thirumeignanam TKR Ayyappan,10,5365,Carnatic,Carnatic/artist/Thirumeignanam TKR Ayyappan.json
Thiruvarur Vaidhyanathan,34,12330,Carnatic,Carnatic/artist/Thiruvarur Vaidhyanathan.json
Akkarai Sisters,806,5910215,Carnatic,Carnatic/artist/Akkarai Sisters.json
Anayampatti S. Ganesan,234,183578,Carnatic,Carnatic/artist/Anayampatti S. Ganesan.json
Kumbakonam Rajamanickam Pillai,49,60174,Carnatic,Carnatic/artist/Kumbakonam Rajamanickam Pillai.json
S. V. Subbiah Bagawathar,50,12606,Carnatic,Carnatic/artist/S. V. Subbiah Bagawathar.json
G. Madhavan,41,9773,Carnatic,Carnatic/artist/G. Madhavan.json
Indira Kameshwara Rao,25,5114,Carnatic,Carnatic/artist/Indira Kameshwara Rao.json
T. Brinda,456,1033305,Carnatic,Carnatic/artist/T. Brinda.json
Kothamangalam Seenu,6,24401,Carnatic,Carnatic/artist/Kothamangalam Seenu.json
S. V. S. Narayanan,3,5491,Carnatic,Carnatic/artist/S. V. S. Narayanan.json
Rama Ravi,481,374673,Carnatic,Carnatic/artist/Rama Ravi.json
Jayshree Jeyraj,231,82724,Carnatic,Carnatic/artist/Jayshree Jeyraj.json
Jayashree Rajeev,497,37118853,Carnatic,Carnatic/artist/Jayashree Rajeev.json
Geetha Raja,279,266221,Carnatic,Carnatic/artist/Geetha Raja.json
M. N. Kandaswamy Pillai,13,23904,Carnatic,Carnatic/artist/M. N. Kandaswamy Pillai.json
Vyasarpadi G. Kothandaraman,12,6160,Carnatic,Carnatic/artist/Vyasarpadi G. Kothandaraman.json
Balaji Shankar,242,399623,Carnatic,Carnatic/artist/Balaji Shankar.json
Annavarapu Ramaswamy,75,35880,Carnatic,Carnatic/artist/Annavarapu Ramaswamy.json
Kancheepuram M. Gunasekaran,1,35,Carnatic,Carnatic/artist/Kancheepuram M. Gunasekaran.json
Trichur Mohan,2,5468,Carnatic,Carnatic/artist/Trichur Mohan.json
Madurai Mani Iyer,5223,11325681,Carnatic,Carnatic/artist/Madurai Mani Iyer.json
Rithvik Raja,226,1017739,Carnatic,Carnatic/artist/Rithvik Raja.json
S. Kalyanaraman,1871,2059269,Carnatic,Carnatic/artist/S. Kalyanaraman.json
Vaigal S. Gnanaskandan,27,26180,Carnatic,Carnatic/artist/Vaigal S. Gnanaskandan.json
B. S. Purushothaman,13,17943,Carnatic,Carnatic/artist/B. S. Purushothaman.json
Vechoor Harihara Subramania Iyer,144,65048,Carnatic,Carnatic/artist/Vechoor Harihara Subramania Iyer.json
H. K. Venkatram,55,92097,Carnatic,Carnatic/artist/H. K. Venkatram.json
Srimushnam Raja Rao,100,200835,Carnatic,Carnatic/artist/Srimushnam Raja Rao.json
M. S. N. Murthy,43,18744,Carnatic,Carnatic/artist/M. S. N. Murthy.json
Mullaivasal G. Chandramouli,39,13006,Carnatic,Carnatic/artist/Mullaivasal G. Chandramouli.json
Erode Nagaraj,13,18925,Carnatic,Carnatic/artist/Erode Nagaraj.json
Dwaram Mangathayaru,46,8700,Carnatic,Carnatic/artist/Dwaram Mangathayaru.json
Revathi Krishna,31,55533,Carnatic,Carnatic/artist/Revathi Krishna.json
Maharajapuram S. Srinivasan,165,277116,Carnatic,Carnatic/artist/Maharajapuram S. Srinivasan.json
Karukurichi Arunachalam,755,12033295,Carnatic,Carnatic/artist/Karukurichi Arunachalam.json
Gayathri Girish,1845,10731100,Carnatic,Carnatic/artist/Gayathri Girish.json
Saralaya Sisters,94,433294,Carnatic,Carnatic/artist/Saralaya Sisters.json
V. Sivaranjani V. Nalinakanthi,32,26388,Carnatic,Carnatic/artist/V. Sivaranjani V. Nalinakanthi.json
Lalitha Santhanam,12,46122,Carnatic,Carnatic/artist/Lalitha Santhanam.json
P. Ganesh,72,15966,Carnatic,Carnatic/artist/P. Ganesh.json
Bellary Raghavendra,46,10883,Carnatic,Carnatic/artist/Bellary Raghavendra.json
Bellary M. Sheshagiri Achar,13,2571,Carnatic,Carnatic/artist/Bellary M. Sheshagiri Achar.json
Thirukkalar Durai Bharathidasan,4,12236,Carnatic,Carnatic/artist/Thirukkalar Durai Bharathidasan.json
T. R. Mahalingam,1093,1937211,Carnatic,Carnatic/artist/T. R. Mahalingam.json
Sumitra Nitin,74,76494,Carnatic,Carnatic/artist/Sumitra Nitin.json
Ayyalore Krishnan,54,23136,Carnatic,Carnatic/artist/Ayyalore Krishnan.json
Mylai M. Karthikeyan,325,1920627,Carnatic,Carnatic/artist/Mylai M. Karthikeyan.json
Anuradha Sridhar,55,81289,Carnatic,Carnatic/artist/Anuradha Sridhar.json
Sembanarkoil SRD Muthukumaraswamy,6,3017,Carnatic,Carnatic/artist/Sembanarkoil SRD Muthukumaraswamy.json
Suguna Varadachari Suguna Purushothaman,63,13636,Carnatic,Carnatic/artist/Suguna Varadachari Suguna Purushothaman.json
T. V. Sundaravalli,51,26958,Carnatic,Carnatic/artist/T. V. Sundaravalli.json
H. P. Ramachar,2,6167,Carnatic,Carnatic/artist/H. P. Ramachar.json
Visakha Hari,566,12831508,Carnatic,Carnatic/artist/Visakha Hari.json
Sheik Mahaboob Subhani,134,2047551,Carnatic,Carnatic/artist/Sheik Mahaboob Subhani.json
Vellore Ramabhadran,99,221341,Carnatic,Carnatic/artist/Vellore Ramabhadran.json
S. Ramanathan,1002,793612,Carnatic,Carnatic/artist/S. Ramanathan.json
M. Narmada,250,262572,Carnatic,Carnatic/artist/M. Narmada.json
Ranjani Ramakrishnan,7,119,Carnatic,Carnatic/artist/Ranjani Ramakrishnan.json
N. C. Vasanthakokilam,130,3012462,Carnatic,Carnatic/artist/N. C. Vasanthakokilam.json
Nirmala Sundarajan,69,25149,Carnatic,Carnatic/artist/Nirmala Sundarajan.json
Delhi P. Sunder Rajan,106,141205,Carnatic,Carnatic/artist/Delhi P. Sunder Rajan.json
A. K. C. Natarajan,400,1374335,Carnatic,Carnatic/artist/A. K. C. Natarajan.json
Alathur Brothers,1246,1739509,Carnatic,Carnatic/artist/Alathur Brothers.json
Desur S. Shanmugasundaram,15,12115,Carnatic,Carnatic/artist/Desur S. Shanmugasundaram.json
Gayathri Venkataraghavan,985,2450177,Carnatic,Carnatic/artist/Gayathri Venkataraghavan.json
C. S. Murugabhoopathy,60,262241,Carnatic,Carnatic/artist/C. S. Murugabhoopathy.json
T. M. Thiagarajan,626,333820,Carnatic,Carnatic/artist/T. M. Thiagarajan.json
Thiruvarur Bakthavathsalam,74,651866,Carnatic,Carnatic/artist/Thiruvarur Bakthavathsalam.json
Chembai Vaidyanatha Bhagavathar,1998,9367772,Carnatic,Carnatic/artist/Chembai Vaidyanatha Bhagavathar.json
Kumaresh Rajagopalan,12,16226,Carnatic,Carnatic/artist/Kumaresh Rajagopalan.json
Girijashankar Sundaresan,104,142227,Carnatic,Carnatic/artist/Girijashankar Sundaresan.json
Dandamudi Rammohan Rao,17,35443,Carnatic,Carnatic/artist/Dandamudi Rammohan Rao.json
M. S. Gopalakrishnan,1574,4393652,Carnatic,Carnatic/artist/M. S. Gopalakrishnan.json
Nemmara Brothers,337,1911065,Carnatic,Carnatic/artist/Nemmara Brothers.json
Anoor Anantha Krishna Sharma,73,192214,Carnatic,Carnatic/artist/Anoor Anantha Krishna Sharma.json
Sampagodu Vighnaraja,178,338850,Carnatic,Carnatic/artist/Sampagodu Vighnaraja.json
Sugandha Kalamegham,138,168085,Carnatic,Carnatic/artist/Sugandha Kalamegham.json
R. N. Srilatha,26,10838,Carnatic,Carnatic/artist/R. N. Srilatha.json
Manakkal Rangarajan,128,168438,Carnatic,Carnatic/artist/Manakkal Rangarajan.json
Bangalore V. Praveen,54,55184,Carnatic,Carnatic/artist/Bangalore V. Praveen.json
C. Cheluvaraju,8,3439,Carnatic,Carnatic/artist/C. Cheluvaraju.json
Padma Sugavanam,177,283763,Carnatic,Carnatic/artist/Padma Sugavanam.json
Omanakutty,205,213365,Carnatic,Carnatic/artist/Omanakutty.json
Anayampatti Dhandapani,27,14402,Carnatic,Carnatic/artist/Anayampatti Dhandapani.json
Vaibhav Ramani,104,222993,Carnatic,Carnatic/artist/Vaibhav Ramani.json
Subhashini Parthasarathy,96,116746,Carnatic,Carnatic/artist/Subhashini Parthasarathy.json
T. N. S. Krishna,362,531556,Carnatic,Carnatic/artist/T. N. S. Krishna.json
R. N. Thyagarajan,37,13021,Carnatic,Carnatic/artist/R. N. Thyagarajan.json
D. Pasupathi,212,113782,Carnatic,Carnatic/artist/D. Pasupathi.json
Prasanna Venkataraman,341,328781,Carnatic,Carnatic/artist/Prasanna Venkataraman.json
Seethalapathi Balasubramaniam,176,128442,Carnatic,Carnatic/artist/Seethalapathi Balasubramaniam.json
Durga Krishnan,13,38158,Carnatic,Carnatic/artist/Durga Krishnan.json
Budaloor Krishnamurthy Shastri,56,100136,Carnatic,Carnatic/artist/Budaloor Krishnamurthy Shastri.json
R. N. Tharanathan,2,299,Carnatic,Carnatic/artist/R. N. Tharanathan.json
Anahita Apoorva,955,4515024,Carnatic,Carnatic/artist/Anahita Apoorva.json
Parassala B. Ponnammal,435,346116,Carnatic,Carnatic/artist/Parassala B. Ponnammal.json
Papa K. S. Venkataramaiah,103,84232,Carnatic,Carnatic/artist/Papa K. S. Venkataramaiah.json
Sembanarkoil Brothers,42,45180,Carnatic,Carnatic/artist/Sembanarkoil Brothers.json
Prema Hariharan,24,6562,Carnatic,Carnatic/artist/Prema Hariharan.json
Geetha Ramanand,64,14521,Carnatic,Carnatic/artist/Geetha Ramanand.json
B. Vijayagopal,47,11672,Carnatic,Carnatic/artist/B. Vijayagopal.json
Kruthi Bhat,352,2724230,Carnatic,Carnatic/artist/Kruthi Bhat.json
Palani Subramaniam Pillai,123,444739,Carnatic,Carnatic/artist/Palani Subramaniam Pillai.json
V. K. Arun Kumar,16,14557,Carnatic,Carnatic/artist/V. K. Arun Kumar.json
Sulochana Pattabhiraman,43,28008,Carnatic,Carnatic/artist/Sulochana Pattabhiraman.json
N. Ramani,2227,48876070,Carnatic,Carnatic/artist/N. Ramani.json
H. K. Narasimha Murthy,61,34537,Carnatic,Carnatic/artist/H. K. Narasimha Murthy.json
R. S. Jayalakshmi,185,780861,Carnatic,Carnatic/artist/R. S. Jayalakshmi.json
Palghat Rama Bhagavathar,26,64994,Carnatic,Carnatic/artist/Palghat Rama Bhagavathar.json
Bharat Sundar,1359,4416569,Carnatic,Carnatic/artist/Bharat Sundar.json
Thirupampuram N. Swaminathan,24,27141,Carnatic,Carnatic/artist/Thirupampuram N. Swaminathan.json
M. S. Anantharaman,103,40020,Carnatic,Carnatic/artist/M. S. Anantharaman.json
R. K. Suryanarayana,85,33891,Carnatic,Carnatic/artist/R. K. Suryanarayana.json
Seetha Narayanan,200,105763,Carnatic,Carnatic/artist/Seetha Narayanan.json
Akshay Anand,20,79313,Carnatic,Carnatic/artist/Akshay Anand.json
Sembanarkoil SRD Vaidyanathan,1,925,Carnatic,Carnatic/artist/Sembanarkoil SRD Vaidyanathan.json
Sikkil R. Bhaskaran,143,26218,Carnatic,Carnatic/artist/Sikkil R. Bhaskaran.json
Injikudi E. M. Subramaniam,273,775041,Carnatic,Carnatic/artist/Injikudi E. M. Subramaniam.json
R. K. Padmanabha,242,433409,Carnatic,Carnatic/artist/R. K. Padmanabha.json
Palghat Kunjumani,6,12941,Carnatic,Carnatic/artist/Palghat Kunjumani.json
Ganapathyraman,34,46767,Carnatic,Carnatic/artist/Ganapathyraman.json
Ambikapuram Sivaraman,126,188388,Carnatic,Carnatic/artist/Ambikapuram Sivaraman.json
Palladam Ravi,5,814,Carnatic,Carnatic/artist/Palladam Ravi.json
L. Ramakrishnan,64,399473,Carnatic,Carnatic/artist/L. Ramakrishnan.json
Mysore Chandan Kumar,324,275105,Carnatic,Carnatic/artist/Mysore Chandan Kumar.json
Amrutha Venkatesh,1447,7427701,Carnatic,Carnatic/artist/Amrutha Venkatesh.json
Palladam S. Venkataramana Rao,106,98171,Carnatic,Carnatic/artist/Palladam S. Venkataramana Rao.json
K. Krishnakumar,92,643401,Carnatic,Carnatic/artist/K. Krishnakumar.json
N. Guruprasad,18,56645,Carnatic,Carnatic/artist/N. Guruprasad.json
V. L. Vedagiri,11,900,Carnatic,Carnatic/artist/V. L. Vedagiri.json
Namagiripettai Krishnan,499,4065283,Carnatic,Carnatic/artist/Namagiripettai Krishnan.json
Radha Viswanathan,48,467344,Carnatic,Carnatic/artist/Radha Viswanathan.json
Anantha R. Krishnan,80,327696,Carnatic,Carnatic/artist/Anantha R. Krishnan.json
Tadepalli Lokanatha Sarma,46,17681,Carnatic,Carnatic/artist/Tadepalli Lokanatha Sarma.json
Savita Sreeram,266,697234,Carnatic,Carnatic/artist/Savita Sreeram.json
N. S. Kalyanaraman,13,2545,Carnatic,Carnatic/artist/N. S. Kalyanaraman.json
U. Rajesh,358,7380903,Carnatic,Carnatic/artist/U. Rajesh.json
Semmangudi Srinivasa Iyer,6681,17546491,Carnatic,Carnatic/artist/Semmangudi Srinivasa Iyer.json
Bhairavi Malavi,46,82220,Carnatic,Carnatic/artist/Bhairavi Malavi.json
Allepy Venkatesan,156,89620,Carnatic,Carnatic/artist/Allepy Venkatesan.json
K. J. Dileep,73,99633,Carnatic,Carnatic/artist/K. J. Dileep.json
Vidhya Raghavan,24,28115,Carnatic,Carnatic/artist/Vidhya Raghavan.json
Palghat Raghu,211,794503,Carnatic,Carnatic/artist/Palghat Raghu.json
Uma Geetha,21,10321,Carnatic,Carnatic/artist/Uma Geetha.json
Lalgudi Jayaraman,2737,10729598,Carnatic,Carnatic/artist/Lalgudi Jayaraman.json
S. Krishna,13,96586,Carnatic,Carnatic/artist/S. Krishna.json
V. Muthukumar,43,26906,Carnatic,Carnatic/artist/V. Muthukumar.json
Sengottai Hari,177,1038174,Carnatic,Carnatic/artist/Sengottai Hari.json
Ranganatha Chakravarthy,8,1564,Carnatic,Carnatic/artist/Ranganatha Chakravarthy.json
Krithika Natarajan,138,178318,Carnatic,Carnatic/artist/Krithika Natarajan.json
T. Muktha,235,235266,Carnatic,Carnatic/artist/T. Muktha.json
Desur DSD Selvarathinam,135,195982,Carnatic,Carnatic/artist/Desur DSD Selvarathinam.json
S. Srinivasan,13,3827,Carnatic,Carnatic/artist/S. Srinivasan.json
M. Dandapani Desikar,306,4131574,Carnatic,Carnatic/artist/M. Dandapani Desikar.json
Mathur Srinidhi,25,12016,Carnatic,Carnatic/artist/Mathur Srinidhi.json
Heramb Hemanth,153,571455,Carnatic,Carnatic/artist/Heramb Hemanth.json
A. Durga Prasad,274,202466,Carnatic,Carnatic/artist/A. Durga Prasad.json
Yella Venkateswara Rao,147,189561,Carnatic,Carnatic/artist/Yella Venkateswara Rao.json
Veenai Dhanammal,66,278093,Carnatic,Carnatic/artist/Veenai Dhanammal.json
Priya Sisters,2054,151863168,Carnatic,Carnatic/artist/Priya Sisters.json
S. P. Natarajan,28,5203,Carnatic,Carnatic/artist/S. P. Natarajan.json
T. N. Seshagopalan,5211,6265002,Carnatic,Carnatic/artist/T. N. Seshagopalan.json
Ambalapuzha Brothers,20,9183,Carnatic,Carnatic/artist/Ambalapuzha Brothers.json
Kothapalli Vandana,106,116824,Carnatic,Carnatic/artist/Kothapalli Vandana.json
Thiruparkadal S. Veeraraghavan,10,76,Carnatic,Carnatic/artist/Thiruparkadal S. Veeraraghavan.json
Sharanya Krishnan,5,3652,Carnatic,Carnatic/artist/Sharanya Krishnan.json
S. Rajam,820,235689,Carnatic,Carnatic/artist/S. Rajam.json
Lalgudi G. J. R. Krishnan,206,579568,Carnatic,Carnatic/artist/Lalgudi G. J. R. Krishnan.json
M. S. Subbulakshmi,9938,543524553,Carnatic,Carnatic/artist/M. S. Subbulakshmi.json
Toronto Brothers,32,161938,Carnatic,Carnatic/artist/Toronto Brothers.json
P. S. Narayanaswamy,180,176398,Carnatic,Carnatic/artist/P. S. Narayanaswamy.json
S. Prema S. Jaya,17,11075,Carnatic,Carnatic/artist/S. Prema S. Jaya.json
Ram Kaushik,159,224970,Carnatic,Carnatic/artist/Ram Kaushik.json
V. Bharath Kumar,21,15440,Carnatic,Carnatic/artist/V. Bharath Kumar.json
V. Sankaranarayanan,119,60169,Carnatic,Carnatic/artist/V. Sankaranarayanan.json
Thirumeignanam Brothers,62,127588,Carnatic,Carnatic/artist/Thirumeignanam Brothers.json
Kalyani Menon,34,148302,Carnatic,Carnatic/artist/Kalyani Menon.json
V. Nagarajan,3,2608,Carnatic,Carnatic/artist/V. Nagarajan.json
B. Muthukumar,27,7874,Carnatic,Carnatic/artist/B. Muthukumar.json
Chittoor Nagaiah,3,15038,Carnatic,Carnatic/artist/Chittoor Nagaiah.json
Pudukottai Mahadevan,3,6046,Carnatic,Carnatic/artist/Pudukottai Mahadevan.json
V. R. Dileep Kumar,716,134518,Carnatic,Carnatic/artist/V. R. Dileep Kumar.json
Thiruvengadu Jayaraman,97,27853,Carnatic,Carnatic/artist/Thiruvengadu Jayaraman.json
Kallidaikurichi S. Sivakumar,12,18390,Carnatic,Carnatic/artist/Kallidaikurichi S. Sivakumar.json
Sandhyavandanam Srinivasa Rao,186,139340,Carnatic,Carnatic/artist/Sandhyavandanam Srinivasa Rao.json
N. Sashikiran,42,81975,Carnatic,Carnatic/artist/N. Sashikiran.json
K. S. Kalidas,13,15658,Carnatic,Carnatic/artist/K. S. Kalidas.json
Atul Kumar,40,11214,Carnatic,Carnatic/artist/Atul Kumar.json
Deekshita Venkataraman,152,205255,Carnatic,Carnatic/artist/Deekshita Venkataraman.json
R. K. Shriramkumar,221,578787,Carnatic,Carnatic/artist/R. K. Shriramkumar.json
T. M. Krishna,4623,47105693,Carnatic,Carnatic/artist/T. M. Krishna.json
S. Saundarya,28,46635,Carnatic,Carnatic/artist/S. Saundarya.json
H. N. Bhaskar,31,74182,Carnatic,Carnatic/artist/H. N. Bhaskar.json
B. Rajam Iyer,187,74896,Carnatic,Carnatic/artist/B. Rajam Iyer.json
Vizianagaram Vardhani,103,84356,Carnatic,Carnatic/artist/Vizianagaram Vardhani.json
Sukanya Ramgopal,57,408365,Carnatic,Carnatic/artist/Sukanya Ramgopal.json
R. Visweswaran,125,53046,Carnatic,Carnatic/artist/R. Visweswaran.json
Madurai Srirangam Iyengar,75,41223,Carnatic,Carnatic/artist/Madurai Srirangam Iyengar.json
T. V. Ramprasad,249,199888,Carnatic,Carnatic/artist/T. V. Ramprasad.json
Suguna Varadachari,746,633229,Carnatic,Carnatic/artist/Suguna Varadachari.json
Rahul Narayan,2,1374,Carnatic,Carnatic/artist/Rahul Narayan.json
R. Prasanna,148,2633761,Carnatic,Carnatic/artist/R. Prasanna.json
Subha Ganesan,58,23511,Carnatic,Carnatic/artist/Subha Ganesan.json
Madurai Kesava Bhagavathar,5,191,Carnatic,Carnatic/artist/Madurai Kesava Bhagavathar.json
T. K. Jayarama Iyer,14,7436,Carnatic,Carnatic/artist/T. K. Jayarama Iyer.json
Sirkazhi Jayaraman,1,3926,Carnatic,Carnatic/artist/Sirkazhi Jayaraman.json
Thirumeignanam Natarajasundaram,20,46071,Carnatic,Carnatic/artist/Thirumeignanam Natarajasundaram.json
Salem Chellam Iyengar,8,3556,Carnatic,Carnatic/artist/Salem Chellam Iyengar.json
Umayalpuram Mali,21,20130,Carnatic,Carnatic/artist/Umayalpuram Mali.json
A. Kanyakumari,1375,14578662,Carnatic,Carnatic/artist/A. Kanyakumari.json
Ananya Ashok,212,7617289,Carnatic,Carnatic/artist/Ananya Ashok.json
Calcutta K. S. Krishnamurti,4,5721,Carnatic,Carnatic/artist/Calcutta K. S. Krishnamurti.json
Karaikudi Sambasiva Iyer,30,46887,Carnatic,Carnatic/artist/Karaikudi Sambasiva Iyer.json
Visalakshi Nityanand,502,144149,Carnatic,Carnatic/artist/Visalakshi Nityanand.json
Vijay Natesan,14,82842,Carnatic,Carnatic/artist/Vijay Natesan.json
Carnatica Brothers,237,372939,Carnatic,Carnatic/artist/Carnatica Brothers.json
Prameela Gurumurthy,60,12489,Carnatic,Carnatic/artist/Prameela Gurumurthy.json
T. S. Nandakumar,4,2914,Carnatic,Carnatic/artist/T. S. Nandakumar.json
V. Venkatanagarajan,484,837800,Carnatic,Carnatic/artist/V. Venkatanagarajan.json
Karaikudi Mani,588,2343686,Carnatic,Carnatic/artist/Karaikudi Mani.json
K. Arun Prakash,57,200546,Carnatic,Carnatic/artist/K. Arun Prakash.json
Avaneeswaram S. R. Vinu,81,103007,Carnatic,Carnatic/artist/Avaneeswaram S. R. Vinu.json
C. N. Chandrashekar,20,8509,Carnatic,Carnatic/artist/C. N. Chandrashekar.json
Bhushany Kalyanaraman,287,661037,Carnatic,Carnatic/artist/Bhushany Kalyanaraman.json
Vikku Vinayakram,154,8399990,Carnatic,Carnatic/artist/Vikku Vinayakram.json
Mangalam Shankar,94,43680,Carnatic,Carnatic/artist/Mangalam Shankar.json
A. K. Palanivel,49,449008,Carnatic,Carnatic/artist/A. K. Palanivel.json
Bhuvana Lalitha,2,509,Carnatic,Carnatic/artist/Bhuvana Lalitha.json
Mavelikara Subramaniam,122,44018,Carnatic,Carnatic/artist/Mavelikara Subramaniam.json
B. Ananthakrishnan,28,40006,Carnatic,Carnatic/artist/B. Ananthakrishnan.json
A. Narayana Iyer,14,4259,Carnatic,Carnatic/artist/A. Narayana Iyer.json
Dwaram Venkata Naidu,372,274069,Carnatic,Carnatic/artist/Dwaram Venkata Naidu.json
Vellore A. R. Srinivasan,1354,172712,Carnatic,Carnatic/artist/Vellore A. R. Srinivasan.json
Sriram Parasuram,338,559069,Carnatic,Carnatic/artist/Sriram Parasuram.json
Thirupampuram Brothers,32,398523,Carnatic,Carnatic/artist/Thirupampuram Brothers.json
Iyer Brothers,111,102989,Carnatic,Carnatic/artist/Iyer Brothers.json
Aruna Sairam,3091,51599854,Carnatic,Carnatic/artist/Aruna Sairam.json
Ramnad Raghavan,5,17488,Carnatic,Carnatic/artist/Ramnad Raghavan.json
Thamarakkad Govindan Namboothiri,299,364283,Carnatic,Carnatic/artist/Thamarakkad Govindan Namboothiri.json
R. Pitchumani,82,130919,Carnatic,Carnatic/artist/R. Pitchumani.json
C. K. Ramachandran,58,33516,Carnatic,Carnatic/artist/C. K. Ramachandran.json
Sheik Chinna Moulana,735,19845132,Carnatic,Carnatic/artist/Sheik Chinna Moulana.json
Shankari Krishnan,218,184539,Carnatic,Carnatic/artist/Shankari Krishnan.json
D. K. Pattammal,3122,14329979,Carnatic,Carnatic/artist/D. K. Pattammal.json
T. R. Sundaresan,19,17706,Carnatic,Carnatic/artist/T. R. Sundaresan.json
Akshay Anantapadmanabhan,63,726975,Carnatic,Carnatic/artist/Akshay Anantapadmanabhan.json
G. Srikanth,230,218242,Carnatic,Carnatic/artist/G. Srikanth.json
Sikkil Neela,10,686,Carnatic,Carnatic/artist/Sikkil Neela.json
BV Raman BV Lakshmanan,640,303318,Carnatic,Carnatic/artist/BV Raman BV Lakshmanan.json
S. R. Janakiraman,181,284635,Carnatic,Carnatic/artist/S. R. Janakiraman.json
Charumathi Raghuraman,165,2663416,Carnatic,Carnatic/artist/Charumathi Raghuraman.json
Trichur C. Narendran,61,66087,Carnatic,Carnatic/artist/Trichur C. Narendran.json
E. Gayathri,1258,15695132,Carnatic,Carnatic/artist/E. Gayathri.json
D. Balakrishna,143,354775,Carnatic,Carnatic/artist/D. Balakrishna.json
Kalavathy Avadhoot,123,108205,Carnatic,Carnatic/artist/Kalavathy Avadhoot.json
Malladi Narayana Sarma,461,102050,Carnatic,Carnatic/artist/Malladi Narayana Sarma.json
Rajeswari Padmanabhan,61,74538,Carnatic,Carnatic/artist/Rajeswari Padmanabhan.json
Kasturi Rangan,73,123316,Carnatic,Carnatic/artist/Kasturi Rangan.json
Vedaranyam Vedamurthy,104,98540,Carnatic,Carnatic/artist/Vedaranyam Vedamurthy.json
Trichur C. Rajendran,16,2396,Carnatic,Carnatic/artist/Trichur C. Rajendran.json
V. V. Srinivasa Rao,39,3473,Carnatic,Carnatic/artist/V. V. Srinivasa Rao.json
B. C. Manjunath,48,947001,Carnatic,Carnatic/artist/B. C. Manjunath.json
M. S. Balasubramanya Sharma,106,90637,Carnatic,Carnatic/artist/M. S. Balasubramanya Sharma.json
Thanjavur Murugaboopathi,15,36924,Carnatic,Carnatic/artist/Thanjavur Murugaboopathi.json
Kunnakudi Vaidyanathan,950,45891561,Carnatic,Carnatic/artist/Kunnakudi Vaidyanathan.json
T. S. Sathyavathi,345,557714,Carnatic,Carnatic/artist/T. S. Sathyavathi.json
Trichy Sankaran,231,1552180,Carnatic,Carnatic/artist/Trichy Sankaran.json
Nagai Muralidharan,103,92731,Carnatic,Carnatic/artist/Nagai Muralidharan.json
